artist,album,albumyear,bayesian,votes,rating,played
Edison's Children,Somewhere Between Here and There...,2015,4.16,6,4.08,74
Edison's Children,The Final Breath Before November,2013,4.44,10,4.45,21
Edison's Children,A Million Miles Away,2012,4.39,5,4.40,19
Edu Falaschi,Vera Cruz,2021,4.28,6,4.25,6
Effloresce,Coma Ghosts,2012,4.42,1,4.50,5
Egg,The Civil Surface,1974,4.46,4,4.50,7
Egg,The Polite Force,1971,4.15,13,4.12,23
Egg,Egg,1970,4.55,3,4.67,5
Eggs & Dogs,You Are,2009,4.46,16,4.47,326
Eider Stellaire,Eider Stellaire I,1981,4.25,1,4.00,7
Eidolon,The Parallel Otherworld,2006,4.75,7,4.86,28
Ekos,Instinto,2020,4.21,4,4.13,18
Ekos,Otra Dimension,2017,4.10,6,4.00,31
Ekos,Luz Interna,2013,4.65,10,4.70,176
Ekseption,Trinity,1973,4.64,14,4.68,81
Eldberg,Þar Er Heimur Hugans,2015,4.07,2,3.75,21
Eldberg,Eldberg,2011,3.96,4,3.75,20
Elder,Innate Passage,2022,4.45,3,4.50,3
Elder,Omens,2020,4.25,5,4.20,17
Elder,Reflections of a Floating World,2017,4.13,4,4.00,6
Elder,Lore,2015,3.94,2,3.50,2
Elder & Kadavar,ELDOVAR: A Story of Darkness & Light,2021,4.42,1,4.50,2
Eldritch,EOS,2021,4.03,7,3.93,11
Eldritch,Cracksleep,2018,4.19,2,4.00,7
Eldritch,Underlying Issues,2015,4.19,2,4.00,2
Eldritch,Tasting The Tears,2014,4.09,1,3.50,3
Eldritch,El Nino,1998,4.15,3,4.00,6
Eldritch,Seeds Of Rage,1995,4.19,2,4.00,11
Elds Mark,Elds Mark,2020,4.55,3,4.67,24
Electric Eye,From The Poisonous Tree,2017,4.25,1,4.00,2
Electric Eye,Different Sun,2016,4.25,5,4.20,21
Electric Light Orchestra,Time.,1981,4.64,14,4.68,125
Electric Light Orchestra,Olé ELO,1976,4.75,17,4.79,90
Electric Light Orchestra,Face The Music,1975,4.63,28,4.64,380
Electric Light Orchestra,Eldorado,1974,4.70,24,4.73,255
Electric Light Orchestra,On The Third Day,1973,4.40,16,4.41,113
Electric Light Orchestra,ELO II,1972,4.16,9,4.11,45
Electric Moon,Stardust Rituals,2017,4.46,15,4.47,194
Electric Mud,Quiet Days on Earth,2020,4.16,9,4.11,32
Electric Mud,The Deconstruction Of Light,2018,4.29,4,4.25,3
Electric Outlet,EO II,2015,4.35,13,4.35,28
Electric Outlet,On!,2006,4.62,13,4.65,634
Electro Compulsive Therapy,Electro Compulsive Therapy,2021,4.55,13,4.58,11
Electrocution 250,Electric Cartoon Music From Hell,2004,4.39,5,4.40,3
Elegant Simplicity,Kicking The Olive Branch,2017,3.95,3,3.67,17
Elegant Simplicity,All Life Is One,2015,4.07,2,3.75,9
Elegant Simplicity,Unforgiving Mirror,2013,4.46,4,4.50,29
Elegy,Principles of Pain,2002,4.81,10,4.90,28
Elegy,Forbidden Fruit,2000,4.41,12,4.42,12
Elegy,Manifestation Of Fear,1998,4.82,5,5.00,8
Elegy,State Of Mind,1997,4.72,13,4.77,20
Elemental,Sysnesthesia,2002,4.32,2,4.25,2
Elements,Monument,2015,4.59,1,5.00,7
Elephant Plaza,Momentum,2016,4.61,27,4.63,301
Eleven Strings,Chaos And Creation,2015,4.32,5,4.30,18
Elis,Dark Clouds in a Perfect Sky,2004,4.32,2,4.25,15
Elis,God's Silence Devil's Temptation,2003,4.46,4,4.50,15
Ellesmere,Wyrd,2020,4.25,3,4.17,14
Ellesmere,From Sea And Beyond,2018,4.05,3,3.83,17
Ellesmere,Les Chateaux De La Loire,2015,4.25,1,4.00,2
Eloy,"The Vision, The Sword And The Pyre, Part I",2017,4.53,20,4.55,145
Eloy,Visionary,2010,4.54,5,4.60,98
Eloy,Ocean 2 ~ The Answer,1998,4.75,23,4.78,467
Eloy,Chronicles II,1994,4.56,20,4.58,281
Eloy,Chronicles I,1993,4.48,9,4.50,260
Eloy,Time To Turn,1982,4.42,1,4.50,44
Eloy,Planets,1981,4.70,17,4.74,174
Eloy,Colours,1980,4.71,4,4.88,95
Eloy,Silent Cries And Mighty Echoes,1979,4.58,19,4.61,384
Eloy,Ocean,1977,4.66,9,4.72,180
Eloy,Dawn,1976,4.58,8,4.63,28
Eloy,Floating,1974,4.62,17,4.65,87
Elsesphere,Blind Leading The Blind,2002,4.71,4,4.88,27
Emerald Edge,Surreal,2017,4.19,2,4.00,3
Emerald Lies,Different View Pt. II - Green Turns Blue,2014,4.71,4,4.88,29
Emerald Lies,"Different View, Pt.1  Life On Earth",2012,4.07,2,3.75,10
Emerald Sun,Escape From Twilight,2007,4.09,1,3.50,5
Emeraude,Geoffroy,1981,4.13,4,4.00,12
"Emerson, Lake & Palmer",Then & Now (Disc 2),1998,4.69,34,4.71,268
"Emerson, Lake & Palmer",Then & Now (Disc 1),1998,4.14,7,4.07,104
"Emerson, Lake & Palmer",Works Volume 1 (Disc 2),1977,4.69,23,4.72,257
"Emerson, Lake & Palmer",Works Volume 1 (Disc 1),1977,4.18,13,4.15,94
"Emerson, Lake & Palmer",Brain Salad Surgery,1973,4.70,36,4.72,310
"Emerson, Lake & Palmer",Emerson Lake & Palmer Cd2 (2012 Steven Wilson Stereo Remix-Remaster),1973,4.58,27,4.59,191
"Emerson, Lake & Palmer",Trilogy.,1972,4.52,45,4.52,712
"Emerson, Lake & Palmer",Pictures At An Exbition,1972,4.58,7,4.64,73
"Emerson, Lake & Palmer",Tarkus (2012 Steven Wilson mix),1971,4.83,20,4.87,27
"Emerson, Lake & Palmer",Emerson Lake & Palmer CD1 (2012 Steven Wilson Stereo Remix-Remaster),1970,4.71,45,4.72,323
"Emerson, Lake & Powell","Emerson, Lake & Powell",1986,4.64,11,4.68,196
Emir Hot,Beyond Rock,2018,4.15,3,4.00,3
Emir Hot,Sevdah Metal,2008,4.61,14,4.64,57
Emmett Elvin,The End Of Music,2019,4.32,5,4.30,31
Emmett Elvin,Assault on the Tyranny of Reason,2016,4.25,3,4.17,28
Emphasis,Soul Transfer,2018,4.25,3,4.17,9
Emphasis,Revival,2016,4.25,1,4.00,1
Empty Tremor,Iridium,2010,4.28,6,4.25,17
Empty Tremor,The Alien Inside,2004,4.72,6,4.83,32
Empty Tremor,Eros And Thanatos,2000,4.55,3,4.67,14
Empty Tremor,Apocolokyntosys,1997,4.25,1,4.00,2
Empyrios,And The Rest Is Silence,2006,4.25,1,4.00,3
Enchant,The Great Divide,2014,4.69,39,4.71,367
Enchant,Live At Last (Disc 1),2004,4.69,23,4.72,295
Enchant,Live At Last (Disc 2),2004,4.61,5,4.70,67
Enchant,Tug of War,2003,4.57,35,4.59,538
Enchant,Blink Of An Eye,2002,4.66,24,4.69,621
Enchant,Juggling 9 or Dropping 10,2000,4.41,41,4.41,640
Enchant,Break,1998,4.56,10,4.60,303
Enchant,Time Lost,1997,4.36,10,4.35,306
Enchant,Wounded,1996,4.61,10,4.65,286
Enchant,A Blueprint Of The World,1995,4.52,30,4.53,656
Encompass,Encompass,2006,4.57,9,4.61,292
End Of The Dream,All I Am,2015,4.04,5,3.90,25
End Of You,Unreal,2006,4.59,1,5.00,95
Ended,Five Eyes,2017,4.35,3,4.33,4
Endomain,Step In The Machine,2015,4.25,1,4.00,1
Endtime Odyssey,City in Decay,2018,4.25,1,4.00,4
Enfant,ellipsism,2015,4.42,1,4.50,2
England,Box Of Circles,2017,4.09,1,3.50,20
England,Garden Shed,1977,4.59,22,4.61,135
England,The Last Of The Jubblies,1977,3.75,1,2.50,4
England,The Imperial Hotel,1975,4.44,2,4.50,2
ENIAC Requiem,Space Eternal Void,1998,4.61,10,4.65,41
Enigmatic Infinity,The Shadow Out Of Time,2019,4.44,2,4.50,4
Enine,The Great Silent,2018,4.28,6,4.25,9
Enneade,Withered Flowers And Cinnamon,2022,4.25,9,4.22,7
Enneade,Remembrance,2005,4.69,2,5.00,4
Enochian Theory,Life ...And All It Entails,2012,4.04,4,3.88,9
Enochian Theory,Evolution Creatio Ex Nihilio,2009,4.59,1,5.00,11
Entering Polaris,Godseed,2018,4.32,2,4.25,4
Entransient,The Weight of Things,2018,4.15,3,4.00,5
Enzo And The Glory Ensemble,In The Name Of The Son,2017,4.25,1,4.00,5
Ephemeral Sun,Lord of Hounds,2017,4.35,3,4.33,1
Ephemeral Sun,Harvest Aorta,2010,4.25,1,4.00,1
Ephrat,No One's Words,2008,4.63,15,4.67,728
Epic Mind,Through The Labyrinth,2017,4.05,3,3.83,2
Epica,The Alchemy Project (EP),2022,4.18,5,4.10,5
Epica,Omega,2021,4.62,34,4.63,94
Epica,The Holographic Principle,2016,4.44,18,4.44,74
Epica,The Quantum Enigma,2014,4.48,10,4.50,30
Epica,Requiem for the Indifferent,2012,4.21,4,4.13,13
Epica,Design Your Universe,2009,4.68,8,4.75,38
Epica,The Divine Conspiracy (Ltd. Editon),2007,4.72,15,4.77,71
Epica,The Divine Conspiracy (Bonus Disc),2007,4.47,5,4.50,13
Epica,We Will Take You With Us,2005,4.60,11,4.64,57
Epica,Consign to Oblivion,2005,4.21,11,4.18,17
Epica,The Phantom Agony,2003,4.75,11,4.82,46
Epignosis,Refulgence,2011,3.95,3,3.67,18
Epignosis,Still the Waters,2009,4.25,1,4.00,8
Epysode,Fantasmagoria,2013,4.54,5,4.60,7
Epysode,Obsessions,2011,4.61,10,4.65,27
Equinox,Slight Change,2016,4.58,7,4.64,6
Eric Baule,Revelations Adrift,2015,4.04,4,3.88,22
Eric Clayton,A Thousand Scars,2020,4.09,1,3.50,24
Eric Gillette,The Great Unknown,2016,4.80,19,4.84,117
Eric Gillette,Afterthought,2013,4.41,6,4.42,14
Eric Johnson,Bloom,2005,4.84,9,4.94,23
Eric Johnson,Venus Isle,1996,4.72,6,4.83,16
Eric Johnson,Ah Via Musicom,1990,4.84,12,4.92,42
Eric Johnson,Tones,1986,4.60,11,4.64,60
Erik Norlander,Surreal,2016,4.49,15,4.50,28
Erik Norlander,The Gallactive Collective,2010,4.66,24,4.69,416
Erik Norlander,"Eric Norlander and Friends, Live in St. Petersburg",2006,4.46,4,4.50,290
Erik Norlander,Stars Rain Down,2004,4.68,8,4.75,301
Erik Norlander,Seas Of Orion,2004,4.16,6,4.08,224
Erik Norlander,Music Machine (Disc 1),2003,4.79,11,4.86,265
Erik Norlander,Music Machine (Disc 2),2003,4.18,5,4.10,201
Erik Norlander,Into The Sunset,2000,4.69,10,4.75,486
Erik Norlander,Threshold,1997,4.72,13,4.77,281
Eris Pluvia,Third Eye Light,2010,4.44,2,4.50,74
Eris Pluvia,A First Glimpse,2008,4.42,7,4.43,179
Eris Pluvia,Rings Of Earthly Light,1991,4.25,1,4.00,71
Errorhead,Evolution,2014,4.25,5,4.20,6
Errorhead,Organic Pill,2012,4.36,7,4.36,8
Errorhead,Error Rhythm,2003,4.42,1,4.50,10
Errorhead,Errorhead,1998,4.59,1,5.00,1
Eskaton,4 Visions,1981,4.27,12,4.25,56
ESP,Anarchic Curves,2022,4.15,3,4.00,9
ESP,Phenomena,2020,4.15,3,4.00,21
ESP,22 Layers of Sunlight,2018,4.45,3,4.50,24
ESP,Invisible Din,2016,4.04,5,3.90,26
Esperanto,Last Tango,1975,4.15,3,4.00,14
Esquire,No Spare Planet,2016,3.91,6,3.75,18
Esthesis,Watching Worlds Collide,2022,4.25,3,4.17,4
Esthesis,The Awakening,2020,4.21,4,4.13,15
Etcetera,Etcetera,1976,4.05,3,3.83,10
Eternal Dream,The Fall Of Salanthine,2011,4.44,19,4.45,17
Eternal Wanderers,Homeless Soul,2020,4.25,7,4.21,27
Eternal Wanderers,The Mystery Of The Cosmic Sorrow,2016,4.25,1,4.00,11
Eternal Wanderers,So Far And So Near,2011,4.35,3,4.33,9
Eternity X,The Edge.,1997,4.82,5,5.00,23
Ethernity,The Human Race Extinction,2018,4.19,2,4.00,3
Ethernity,Obscure Illusions,2015,4.25,1,4.00,1
Ethos,Open Up,1977,4.25,3,4.17,23
Ethos,Ardour,1975,4.29,4,4.25,19
Eumeria,Rebel Mind,2011,4.44,2,4.50,2
Eunoia,On The Other Side of Things,2016,4.59,1,5.00,1
Eureka,Great Escapes,2015,3.82,2,3.25,27
Eureka,Shackleton's Voyage,2009,4.59,1,5.00,53
Evan Carson,Ocipinski,2019,4.32,2,4.25,9
Eveline's Dust,K,2019,3.85,3,3.50,11
Eveline's Dust,The Painkeeper,2016,4.19,2,4.00,2
Even Flow,Mother,2019,4.75,9,4.83,16
Even Flow,Life Has Just Begun,2017,4.61,5,4.70,12
Event,Electric Skies,1998,4.63,4,4.75,64
Evergrace,Evergrace,2006,4.72,6,4.83,29
Evergrey,A Heartless Portrait: The Orphean Testament,2022,4.72,34,4.74,46
Evergrey,Escape of the Phoenix,2021,4.68,30,4.70,89
Evergrey,The Atlantic,2019,4.55,21,4.57,46
Evergrey,The Storm Within,2016,4.56,11,4.59,24
Evergrey,Hymns for the Broken,2014,4.64,7,4.71,24
Evergrey,Hymns For The Broken - XTras Live In The Studio,2014,4.69,2,5.00,4
Evergrey,Glorious Collision,2011,4.63,4,4.75,11
Evergrey,Monday Morning Apocalypse,2006,4.70,12,4.75,20
Evergrey,A Night To Remember (disc 2),2005,4.73,10,4.80,22
Evergrey,A Night To Remember (disc 1),2005,4.42,1,4.50,7
Evergrey,Solitude Dominance Tragedy,2004,4.84,18,4.89,65
Evergrey,The Inner Circle,2004,4.80,12,4.88,41
Evergrey,The Dark Discovery (Special Edition),2004,4.59,1,5.00,7
Evergrey,Recreation Day,2003,4.90,20,4.95,62
Evergrey,In Search Of Truth,2001,4.65,10,4.70,52
Everon,North,2008,4.59,39,4.60,1293
Everon,Bridge,2002,4.63,15,4.67,341
Everon,Flesh,2002,4.38,17,4.38,233
Everon,Fantasma,2000,4.53,8,4.56,304
Everon,Venus,1997,4.64,21,4.67,524
Everon,Flood,1995,4.36,10,4.35,146
Evership,The Uncrowned King: Act 2,2022,4.36,10,4.35,7
Evership,The Uncrowned King: Act 1,2021,4.81,28,4.84,70
Evership,Evership II,2018,4.74,16,4.78,56
Evership,Evership,2016,4.51,30,4.52,293
Everthrone,Evil Tongues,2013,4.79,4,5.00,12
Everwood,Without Saving,2011,4.09,1,3.50,4
Everwood,The Raven's Nest,2007,4.42,1,4.50,5
Everwood,Mind Games,2005,4.57,2,4.75,16
Evil Masquerade,Third Act,2007,4.09,1,3.50,4
Evil Wings,Shine in the Neverending Space,2002,4.25,3,4.17,18
Ex Libris,Medea,2014,4.09,1,3.50,2
Exelixis,Evolution,2018,3.92,1,3.00,5
ExhiVision,Exhivision,2004,4.21,4,4.13,22
Exiled On Earth,Forces Of Denial,2016,4.59,1,5.00,4
Existence,Origins,2017,3.97,6,3.83,27
Existentia,The Planet in the Universe,2021,4.25,5,4.20,5
Exodus,The Most Beautiful Day,1980,4.07,2,3.75,12
Expedition : Delta,Expedition : Delta,2008,4.73,8,4.81,16
Explorers Club,Raising The Mammoth,2002,4.48,12,4.50,17
Explorers Club,Age Of Impact,1998,4.49,16,4.50,18
Extrovert,Ascension,2015,4.54,5,4.60,13
Extrovert,Making The Ocean Awake,2008,4.35,3,4.33,6
Eye,Vision And Ageless Light,2016,4.56,10,4.60,126
Eye 2 Eye,Nowhere Highway,2020,4.36,7,4.36,27
Eye 2 Eye,The Light Bearer,2017,4.07,2,3.75,16
Eye 2 Eye,The Wish,2011,4.20,7,4.14,26
Eyefear,The Inception Of Darkness,2012,4.47,6,4.50,18
Eyefear,The Unseen,2008,4.46,4,4.50,11
Eyefear,A World Full Of Grey,2007,4.79,4,5.00,8
Eyefear,9 Elements Of Inner Vision,2004,4.75,3,5.00,7
Eyesberg,Claustrophobia,2021,4.53,8,4.56,37
Eyesberg,Masquerade,2016,4.35,13,4.35,36
Eyesberg,Blue,2014,4.22,6,4.17,33
Eyestrings,Consumption,2005,4.42,1,4.50,94
Fabrizio Leo,Spectrum of My Past,2014,4.42,1,4.50,3
Fabrizio Leo,Cutaway,2006,4.25,1,4.00,1
Faceshift,All Crumbles Down,2015,4.42,1,4.50,17
Factory Of Dreams,Some Kind Of Poetic Destruction,2013,4.07,2,3.75,4
Factory of Dreams,A Strange Utopia,2009,4.35,3,4.33,55
Factory of Dreams,Poles,2008,4.05,3,3.83,113
Fahrenheit,Rain,2018,4.05,3,3.83,4
Fahrenheit,Uncharted Dreams,2005,3.82,2,3.25,2
Failure of Milk,Self?-?Titled,2016,4.13,4,4.00,5
Faint Signal,Formula,2018,4.63,8,4.69,13
Faint Signal,Faint Signal,2014,4.47,20,4.48,268
Fair to Midland,Arrows & Anchors,2011,4.61,19,4.63,273
Fair to Midland,Fables From A Mayfly,2007,4.62,46,4.63,1638
Fair to Midland,Inter.Funda.Stifle,2004,4.43,9,4.44,107
Fairyland,Osyrhianta,2020,4.45,12,4.46,48
Fairyland,The Fall of an Empire,2006,4.42,7,4.43,22
Faith,Blessed?,2008,4.25,1,4.00,5
Falconer,Northwind,2006,4.74,18,4.78,29
Falconer,The Sceptre Of Deception,2003,4.27,10,4.25,12
Falconer,Chapters From A Vale Forlorn,2002,4.69,10,4.75,18
Falconer,Falconer,2001,4.46,16,4.47,21
Fall Of Echoes,Red Tree,2006,4.47,7,4.50,413
Family (UK),Music In A Doll's House,1968,4.44,2,4.50,3
Farpoint,Paint The Dark,2014,4.09,1,3.50,13
Farwatch,Transmigrated,2016,4.25,3,4.17,4
Farzad Golpayegani,Three.,2009,4.25,1,4.00,1
Fatal Destiny,Palindromia,2016,4.68,5,4.80,9
Fatal Fusion,Dissonant Minds,2020,4.71,16,4.75,64
Fatal Fusion,Total Absence,2016,4.68,13,4.73,113
Fatal Fusion,The Ancient Tale,2013,4.52,12,4.54,61
Fatal Fusion,Land Of The Sun,2010,4.69,15,4.73,76
Fates Warning,Long Day Good Night,2020,4.67,35,4.69,65
Fates Warning,Live Over Europe,2018,4.87,30,4.90,54
Fates Warning,Theories Of Flight,2016,4.66,19,4.68,59
Fates Warning,Darkness In A Different Light,2013,4.84,15,4.90,35
Fates Warning,Darkness In A Different Light (Bonus Disk),2013,4.61,5,4.70,18
Fates Warning,FWX,2004,4.88,12,4.96,45
Fates Warning,Disconnected,2000,4.89,9,5.00,36
Fates Warning,Still Life (CD1),1998,4.67,11,4.73,26
Fates Warning,Still Life (CD2),1998,4.44,2,4.50,3
Fates Warning,A Pleasant Shade Of Gray,1997,4.66,19,4.68,91
Fates Warning,Inside Out,1994,4.88,12,4.96,22
Fates Warning,Parallels,1991,4.81,18,4.86,50
Fates Warning,Perfect Symmetry,1989,4.86,10,4.95,25
Fates Warning,No Exit,1989,4.77,14,4.82,22
Fates Warning,Awaken the Guardian,1986,4.71,18,4.75,50
Fates Warning,The Spectre Within,1985,4.60,15,4.63,25
Fates Warning,Night On Brocken,1984,4.52,9,4.56,17
FeedForward,Upstream,2012,4.47,6,4.50,9
FeedForward,Barefoot & Naked,2007,4.46,4,4.50,26
Felix Martin,Caracas,2019,4.65,10,4.70,30
Felix Martin,Mechanical Nations,2017,4.19,2,4.00,25
Felix Martin,The Scenic Album,2013,3.93,8,3.81,16
Fenix Tales,The Abyss Eye,2015,4.32,2,4.25,3
Feronia,Anima Era,2017,4.25,3,4.17,16
"Ferrigno, Leal & Kuprij",Promised Land.,2003,4.79,4,5.00,8
Fibonacci Sequence,Cinema Finis,2017,4.39,5,4.40,6
Fibonacci Sequence,Numerology,2010,4.07,2,3.75,9
Fibonacci Sequence,We Three Kings,2009,4.59,1,5.00,15
Fifth Density,Dominion of the Sun,2017,4.70,7,4.79,43
Fifth Species,Life in the Punch Line,2018,4.21,11,4.18,9
Final Conflict,The Rise Of The Artisan,2020,4.82,16,4.88,40
Final Conflict,Return Of The Artisan,2012,4.49,22,4.50,163
Finally George,Icy Skies,2021,4.10,6,4.00,13
Finally George,Life is a Killer,2018,4.18,5,4.10,4
Finch,Mythology Disc 2,2013,4.53,6,4.58,16
Finch,Mythology Disc 1,2013,4.54,4,4.63,8
Finch,Mythology Disc 3,2013,4.19,2,4.00,11
Finch,Beyond Expression,1976,4.18,5,4.10,7
Finch,Glory Of The Inner Force,1975,4.15,3,4.00,9
Finn Arild,Testament,2011,4.64,22,4.66,533
Fire Garden,Sound of Majestic Colors,2014,3.82,2,3.25,38
Fireballet,Promo '08,2008,4.25,1,4.00,23
Firewind,The Premonition,2008,4.32,2,4.25,12
Firewind,Between Heaven And Hell,2002,4.85,13,4.92,22
First Band From Outer Space,The Guitar is Mightier Than The Gun,2009,4.52,11,4.55,153
First Band From Outer Space,Impressionable Sounds Of The Subsonic,2006,4.21,4,4.12,26
Fish,Weltschmerz,2020,4.61,18,4.64,42
Fish,A Feast Of Consequences,2013,4.73,27,4.76,162
Fish,13th Star,2007,4.57,30,4.58,386
Fish,Kettle Of Fish 88-98,1998,4.54,4,4.63,145
Fish,Sunsets on Empire (US Version),1997,4.41,12,4.42,192
Fish,Vigil In A Wilderness Of Mirrors,1990,4.64,24,4.67,203
Fish On Friday,Black Rain,2020,4.60,6,4.67,35
Fish On Friday,Quiet Life,2017,4.25,5,4.20,30
Fish On Friday,Godspeed,2014,4.21,9,4.17,75
Fish On Friday,Airborne,2012,4.24,16,4.22,47
Fishead,In My Hell,2018,4.35,3,4.33,5
Fjieri,Words Are All We Have,2015,4.19,10,4.15,31
Fjieri,Endless,2009,4.35,3,4.33,13
Flagship,Maiden Voyage,2005,4.75,7,4.86,488
Flairck,Gevecht Met De Engel,1980,4.02,10,3.95,24
Flaming Row,The Pure Shine,2019,4.55,14,4.57,37
Flaming Row,Mirage - A Portrayal Of Figures,2014,4.64,14,4.68,21
Flaming Row,Elinoire,2011,4.54,5,4.60,13
Flash,Flash / Out Of Our Hands,1973,4.17,26,4.15,131
Flash,In The Can,1972,3.98,10,3.90,29
Flashback Of Anger,Shades,2018,4.32,2,4.25,3
Flashback Of Anger,T.S.R.  (Terminate And Stay Resident),2014,4.65,3,4.83,3
Flashback Of Anger,Splinters Of Life,2009,4.42,1,4.50,3
Fleesh,Eclipsed,2021,4.44,11,4.45,11
Fleesh,Here It Comes Again (A Tribute To Genesis),2020,4.70,7,4.79,10
Fleesh,In The Mist Of Time (A Renaissance Tribute),2020,4.54,4,4.63,5
Fleesh,Across The Sea,2019,4.35,3,4.33,5
Fleesh,Script For A New Season (A Marillion Tribute),2018,4.54,5,4.60,2
Fleesh,The Next Hemisphere (A Rush Tribute),2018,4.42,1,4.50,4
Flicker,How Much Are You Willing To Forget?,2013,4.47,6,4.50,30
Flor de Loto,Nuevo Mesías,2014,3.85,3,3.50,7
Flor de Loto,Volver A Nacer,2012,4.11,5,4.00,6
Flux,Shadowlines,2016,4.57,9,4.61,132
Flying Colors,Third Stage: Live In London,2020,4.72,20,4.75,29
Flying Colors,Third Degree,2019,4.59,28,4.61,68
Flying Colors,Second Nature,2014,4.72,43,4.73,239
Flying Colors,Flying Colors,2012,4.59,22,4.61,327
FM,Nearfest 2006,2006,4.27,10,4.25,128
FM,Retroactive,2004,4.19,10,4.15,87
FM,Black Noise,1977,4.63,15,4.67,305
Focus,Focus 11,2019,4.43,9,4.44,8
Focus,Focus And Friends Featuring Marvio Ciribelli - Beyond The Horizon,2016,4.22,17,4.21,37
Focus,Focus X,2012,4.52,13,4.54,137
Focus,Focus 8,2002,4.73,10,4.80,10
Focus,The Best Of Focus - Hocus Pocus,1994,4.73,42,4.75,817
Focus,Hamburger Concerto,1974,4.51,28,4.52,283
Focus,Focus III,1973,4.50,53,4.50,415
Focus,Moving Waves,1971,4.86,36,4.89,404
Focus,Focus Plays Focus,1970,4.75,3,5.00,6
Fogalord,A Legend To Believe In,2012,4.46,4,4.50,5
Follow the Awakened,Cognitive Reconstruction,2017,4.42,1,4.50,4
Fool's Game,Reality Divine,2009,4.19,2,4.00,3
For Absent Friends,Square One,2006,4.44,2,4.50,64
For All We Know,Take Me Home,2017,4.44,2,4.50,9
For All We Know,For All We Know,2011,4.69,2,5.00,5
Force Of Progress,R3design,2021,4.47,7,4.50,13
Force Of Progress,A Secret Place,2020,4.32,5,4.30,4
Force Of Progress,Calculated Risk,2017,4.46,4,4.50,4
Forever In Transit,States Of Disconnection,2018,4.25,1,4.00,37
Forever Twelve,Home,2017,4.21,4,4.13,11
Forever Twelve,Taking Forever,2010,4.21,4,4.13,20
Forgotten Suns,When Worlds Collide,2015,4.65,20,4.67,25
Forgotten Suns,Revelations,2010,4.36,7,4.36,19
Forgotten Suns,Innergy,2009,4.61,9,4.67,40
Forgotten Suns,Snooze (CD 1 ),2004,4.84,12,4.92,44
Forgotten Suns,Snooze (CD 2),2004,4.82,5,5.00,176
Forgotten Suns,Fiction Edge 1 (Ascent),2001,4.32,5,4.30,85
Formativ,Formativ,2014,4.47,7,4.50,6
Forty Shades,Blackstar Diamond,2018,4.19,2,4.00,3
Forty Shades,Camera Silens,2015,4.35,3,4.33,2
Forwardhead,Pieces,2007,4.47,5,4.50,8
Fountain of Tears,Fate,2007,4.25,1,4.00,5
Fractal Cypher,Prelude to an Impending Outcome,2018,4.42,1,4.50,4
Fractal Cypher,The Human Paradox,2016,4.29,4,4.25,7
Fractal Universe,The Impassable Horizon,2021,4.15,3,4.00,46
Fracture,Simple Chaos,2010,4.16,6,4.08,36
Fragile,Beyond,2021,4.18,5,4.10,18
Fragile,Golden Fragments,2020,4.46,4,4.50,3
Fragile Vastness,Perception,2017,4.39,9,4.39,42
Fragile Vastness,A Tribute To Life (2 Cd Limited Edition) Cd 1,2005,4.71,18,4.75,59
Fragile Vastness,A Tribute To Life (2 Cd Limited Edition) Cd 2,2005,4.44,2,4.50,11
Fragile Vastness,Excerpts,2002,3.95,3,3.67,10
Framauro,My World Is Ending,2022,4.48,8,4.50,24
Framepictures,Remember It,2010,4.78,6,4.92,24
Frameshift,An Absence Of Empathy,2005,4.55,25,4.56,64
Frameshift,Unweaving The Rainbow,2003,4.60,15,4.63,49
Franck Carducci,The Answer,2019,4.48,11,4.50,19
Franck Carducci,Torn Apart,2015,4.35,3,4.33,56
Franck Carducci,Oddity,2011,4.54,18,4.56,142
Franco Leprino,Integrati... Disintegrati,1977,3.82,2,3.25,3
Frank Marino ,Juggernaut,1982,4.24,14,4.21,157
Frank Marino ,World Anthem,1977,4.25,7,4.21,97
Frank Marino ,Mahogany Rush IV,1976,4.42,7,4.43,43
Frank Marino ,Strange Universe,1975,4.32,16,4.31,345
Frank X,From Planet X,2018,4.53,8,4.56,14
Frank X,Frank X & The project: Earth,2015,4.15,3,4.00,5
Frantic Bleep,The Sense Apparatus,2005,4.07,2,3.75,7
Freak Kitchen,Confusion to the Enemy,2018,4.42,13,4.42,16
Freak Kitchen,Cooking with Pagans,2014,4.75,11,4.82,38
Freak Kitchen,Land of the Freaks,2009,4.47,6,4.50,17
Freak Kitchen,Organic,2005,4.18,5,4.10,10
Freak Kitchen,Move,2002,4.47,6,4.50,37
Freak Kitchen,Dead Soul Men,2000,4.80,17,4.85,54
Freak Kitchen,Spanking Hour,1996,4.63,8,4.69,31
Freakeys,Freakeys,2006,4.63,8,4.69,7
Freaky Jelly,Reverse,2017,4.19,2,4.00,5
FreddeGredde,Eyes On The Edge,2017,4.67,17,4.71,235
FreddeGredde,Brighter Skies,2014,4.24,22,4.23,204
FreddeGredde,Thirteen Eight,2011,4.13,8,4.06,32
Freedom To Glide,Seed,2019,4.42,7,4.43,34
Freedom To Glide,Fall,2016,4.41,23,4.41,120
Freeway Jam,Piccoli Mondi,2014,4.15,3,4.00,13
Fren,All The Pretty Days,2022,4.46,4,4.50,5
Fren,Where Do You Want Ghosts To Reside,2020,4.67,17,4.71,75
